Date;Open;High;Low;Close;Volume
2012-10-16;1068.03;1072.86;1062.72;1072.86;90998704
2012-10-17;1073.94;1076.17;1068.85;1075.5;109369792
2012-10-18;1076.75;1083.57;1072.49;1082.72;141471696
2012-10-19;1079.35;1081.39;1064.62;1064.64;98440552
2012-10-22;1063.94;1075.95;1061.89;1067.28;90479912
2012-10-23;1068.52;1068.52;1044.2;1048.6;116456880
2012-10-24;1043.61;1054.72;1034.55;1050.47;142184304
2012-10-25;1049.93;1062.34;1046.12;1057.74;100762400
2012-10-26;1050.11;1061.62;1050.11;1059.2;93468280
2012-10-29;1054.79;1059.51;1051.52;1055.57;57140208
2012-10-30;1054.95;1061.62;1054.73;1059.2;52162400
2012-10-31;1061.21;1065.7;1051.96;1052.11;80066136
2012-11-01;1050.03;1064.08;1047.28;1062.51;88179792
2012-11-02;1063.47;1069.91;1062.6;1069.91;39772784
2012-11-05;1066.32;1068.27;1062.18;1063.35;71285400
2012-11-06;1064.41;1073.88;1063.16;1072.48;78754592
2012-11-07;1078.51;1079.03;1056.4;1056.4;104541200
2012-11-08;1062.7;1064.37;1052.5;1055.52;84209696
2012-11-09;1054.52;1059.45;1043.64;1052.15;72502232
2012-11-12;1051.41;1057.49;1049.6;1052.3;54778360
2012-11-13;1048.11;1053.95;1040.13;1052.98;76178024
2012-11-14;1051.46;1056.87;1048.84;1052.22;86119896
2012-11-15;1043.61;1045.61;1037.56;1038.33;77072416
2012-11-16;1038.53;1043.01;1026.47;1027.04;82322864
2012-11-19;1035.14;1051.36;1034.7;1051.36;81548688
2012-11-20;1049.47;1055.22;1047.45;1053.91;79640880
2012-11-21;1050.55;1056.9;1048.16;1053.64;73288776
2012-11-22;1056.59;1062.19;1054.01;1060.98;74734376
2012-11-23;1061.93;1071.77;1058.31;1071.77;74724824
2012-11-26;1069.29;1074.21;1065.11;1068.98;75724272
2012-11-27;1073.05;1075.56;1068.24;1071.73;74222000
2012-11-28;1067.28;1069.97;1061.19;1069.39;70854256
2012-11-29;1074.86;1085.03;1074.22;1085.03;84898568
2012-11-30;1084.39;1090.94;1083.25;1085.85;96186848
2012-12-03;1089.16;1096.94;1086.84;1088.88;66044908
2012-12-04;1087.44;1090.06;1085.16;1088.6;58040064
2012-12-05;1092.47;1096.26;1090.41;1091.33;77696864
2012-12-06;1095.79;1102.71;1094.92;1098.03;93998504
2012-12-07;1099.08;1100.84;1094.66;1098.62;74771096
2012-12-10;1094.55;1107.03;1093.55;1105.95;88198864
2012-12-11;1104.73;1109.56;1101.99;1108.96;85372192
2012-12-12;1109.98;1109.98;1102.22;1103.35;76564872
2012-12-13;1102.79;1103.88;1092.12;1092.12;127037800
2012-12-14;1094.21;1099.07;1093.55;1098.08;78843392
2012-12-17;1098.33;1102.41;1094.8;1101.71;78044672
2012-12-18;1105.63;1108.75;1103.1;1107.48;114168344
2012-12-19;1109.74;1110.03;1103.95;1108.94;100253584
2012-12-20;1102.04;1109.2;1101.91;1108.07;80034080
2012-12-21;1101.6;1109.14;1097.98;1107.93;95839136
2012-12-27;1104.18;1114.05;1104.07;1110.91;62233128
2012-12-28;1111.17;1114;1104.69;1104.73;72443600
2013-01-02;1122.46;1129.96;1116.62;1129.96;80528960
2013-01-03;1127.61;1130.89;1126.1;1130.4;63056068
2013-01-04;1128.87;1136.77;1126.38;1136.77;66234272
2013-01-07;1136.91;1137.37;1130.13;1130.13;85150448
2013-01-08;1128.63;1133.28;1124.32;1125.39;86838688
2013-01-09;1126.43;1128.66;1118.98;1127.67;88190512
2013-01-10;1129.55;1131.27;1125.4;1126.87;143521456
2013-01-11;1130;1132.28;1126.66;1132.28;96680168
2013-01-14;1133.17;1138.07;1130.78;1132.84;82373504
2013-01-15;1132.5;1133.97;1125.39;1127.51;115548320
2013-01-16;1127.19;1130.65;1123.74;1130.62;77205072
2013-01-17;1129.74;1137.73;1129.44;1136.2;95528872
2013-01-18;1141.17;1141.17;1133.46;1135.02;80721184
2013-01-21;1136.37;1143.63;1135.01;1143.09;75624552
2013-01-22;1142.31;1142.96;1135.33;1139.15;97183552
2013-01-23;1137.31;1141.99;1136.75;1140.82;94827568
2013-01-24;1140.09;1146.93;1137.84;1146.93;131329336
2013-01-25;1146.81;1158.5;1144.71;1158.5;97562200
2013-01-28;1162.18;1162.49;1157.66;1160.25;91469072
2013-01-29;1159.75;1161.97;1155.74;1161.97;81973584
2013-01-30;1165.17;1173.38;1162.97;1173.38;147655648
2013-01-31;1177.03;1182.12;1168.25;1169.17;175589632
2013-02-01;1167.72;1178.87;1167.53;1176.11;133204112
2013-02-04;1177.03;1177.41;1160.48;1161.19;119587480
2013-02-05;1156.82;1175.54;1156.82;1175.54;127662568
2013-02-06;1174.72;1181.03;1168.67;1174.79;143984336
2013-02-07;1174.14;1177.06;1163.65;1165.71;103718960
2013-02-08;1168.43;1175.64;1165.52;1175.05;103434480
2013-02-11;1174.72;1176.28;1166.26;1171.01;85402080
2013-02-12;1171.75;1176.68;1166.37;1175.98;77369712
2013-02-13;1179.1;1186.02;1176.64;1185.46;84017040
2013-02-14;1183.54;1184.55;1176.98;1182.91;103650120
2013-02-15;1181.63;1187.52;1180.56;1183.43;88350624
2013-02-18;1183.26;1186.45;1181.09;1185.98;62732380
2013-02-19;1184.16;1193.8;1183.79;1193.77;88624000
2013-02-20;1193.54;1201.28;1191.68;1200.54;96719888
2013-02-21;1194.82;1195.14;1184.56;1188.95;96923920
2013-02-22;1191.26;1207.36;1191.26;1205.1;94506168
2013-02-25;1208.11;1212.32;1197.9;1199.44;92856672
2013-02-26;1180.82;1191.67;1180.76;1180.9;100779432
2013-02-27;1185.72;1194.13;1178.53;1194.07;83941960
2013-02-28;1196.71;1200;1192.52;1199.4;92843440
2013-03-01;1199.94;1203.76;1189.77;1199.21;84787144
2013-03-04;1194.86;1203.64;1190.37;1203.47;78125128
2013-03-05;1208.75;1219.22;1208.55;1217.41;107005256
2013-03-06;1217.68;1221;1208.1;1208.39;87335632
2013-03-07;1211.96;1213.33;1206.07;1208.09;96616768
2013-03-08;1213.59;1219.83;1211.4;1215.14;86170000
2013-03-11;1215.01;1218.28;1212.1;1218.08;58591652
2013-03-12;1215.7;1219.5;1208.3;1208.52;100430848
2013-03-13;1209.66;1211.47;1202.99;1210.89;82930528
2013-03-14;1216.21;1222.8;1214.88;1221.85;88122144
2013-03-15;1217.88;1218.99;1213.82;1217.35;136842080
2013-03-18;1195.93;1211.85;1194.83;1209.67;101810448
2013-03-19;1206.26;1210.19;1195.39;1195.98;136248272
2013-03-20;1201.45;1205.83;1198.05;1203.1;107155368
2013-03-21;1197.36;1198.48;1183.63;1187.72;104335008
2013-03-22;1182.31;1196.98;1179.75;1196.43;97368456
2013-03-25;1204.07;1206.78;1191.5;1195.58;96290376
2013-03-26;1196.84;1199.91;1192.35;1194.99;83457480
2013-03-27;1197.33;1200.2;1185.06;1194.49;84292640
2013-03-28;1195.37;1203.44;1192.75;1201.19;50687556
2013-04-02;1202.26;1211.25;1200.9;1210.08;94595496
2013-04-03;1206.89;1210.36;1201.01;1203.38;100315968
2013-04-04;1200.91;1201.46;1179.82;1183.01;108345312
2013-04-05;1181.51;1184.8;1162.07;1168.79;106117976
2013-04-08;1173.71;1177.83;1162.09;1164.85;73575520
2013-04-09;1169.39;1178.4;1169.38;1175.62;85303816
2013-04-10;1175.75;1194.67;1175.73;1193.66;105627568
2013-04-11;1191.26;1197.37;1190.44;1195.53;82237792
2013-04-12;1190.59;1192.4;1183.34;1185.33;88499096
2013-04-15;1184.57;1186.94;1168.57;1177.61;93560760
2013-04-16;1171.41;1177.2;1164.4;1167.48;92686920
2013-04-17;1171.06;1171.06;1146.52;1147.48;132327136
2013-04-18;1151.02;1155.47;1140.69;1146.65;136220320
2013-04-19;1151.43;1153.99;1143.46;1147.31;102900104
2013-04-22;1153.83;1158.29;1142.81;1143.3;107002464
2013-04-23;1144.9;1172.79;1143.83;1172.79;149673920
2013-04-24;1166.02;1176.91;1161.05;1176.91;136944832
2013-04-25;1175.4;1198.33;1174.66;1194.86;142431936
2013-04-26;1187.72;1196.55;1186.75;1194.66;123452600
2013-04-29;1194.59;1200.2;1188.38;1198.11;86235472
2013-04-30;1198.43;1204.04;1198.33;1198.99;56437204
2013-05-02;1191.3;1197.1;1186.79;1194.42;100945704
2013-05-03;1197.75;1208.61;1190.94;1203.34;92003832
2013-05-06;1202.22;1207.2;1200;1205.17;59772988
2013-05-07;1207.31;1215.14;1207.19;1208.1;103822640
2013-05-08;1209.85;1221.83;1209.27;1221.83;46235380
2013-05-10;1223.6;1232.85;1223.37;1227.31;105605024
2013-05-13;1227.63;1230.48;1220.81;1223.89;81763496
2013-05-14;1224.94;1225.98;1218.35;1224.85;91710776
2013-05-15;1224.04;1230.4;1222.91;1230.12;78049656
2013-05-16;1230.61;1239.91;1228.82;1235;106604160
2013-05-17;1238.81;1244.67;1237.48;1244.25;94030064
2013-05-20;1245.95;1250.1;1240.04;1243.37;73172408
2013-05-21;1241.96;1248.16;1236.31;1248.14;84161848
2013-05-22;1248.96;1257.56;1246.28;1254.57;88254800
2013-05-23;1232.3;1234.17;1216.05;1224.45;117676584
2013-05-24;1229.81;1231.29;1214.82;1217.06;76634880
2013-05-27;1221.93;1231.68;1220.68;1231.68;38522440
2013-05-28;1236.4;1245.8;1236.4;1244.04;75183992
2013-05-29;1237.86;1238.24;1220.49;1222.37;75824544
2013-05-30;1217.7;1229.04;1216.66;1225.18;86647856
2013-05-31;1225.55;1225.55;1209.56;1214.77;116015416
2013-06-03;1207.63;1222.66;1202.39;1209.71;78980488
2013-06-04;1214.99;1220;1205.47;1207.56;67836096
2013-06-05;1201.29;1205.17;1182.77;1185.04;80804400
2013-06-07;1182.93;1197.98;1175.53;1192.98;105491888
2013-06-10;1191.69;1197.17;1188.91;1192.86;72350736
2013-06-11;1189.63;1190.97;1178.54;1184.62;106984128
2013-06-12;1182.39;1192.91;1176.53;1177.26;77924792
2013-06-13;1163.3;1174.03;1155.94;1173.57;103459208
2013-06-14;1181.92;1185.21;1174.42;1177.59;95488176
2013-06-17;1180.36;1196.45;1180.23;1191.39;80308392
2013-06-18;1188.25;1198.12;1183.4;1193.95;69279920
2013-06-19;1191.19;1192.21;1174.16;1174.84;204087936
2013-06-20;1162.56;1163.66;1137.12;1138.6;168383648
2013-06-24;1122.46;1129.34;1108.96;1112.14;138745936
2013-06-25;1120.55;1133.21;1117.88;1129.25;129660848
2013-06-26;1131.73;1147.82;1128.77;1144.78;95435208
2013-06-27;1147.59;1163.34;1144.07;1161;87125552
2013-06-28;1163.22;1166.36;1150.26;1151;106167288
2013-07-01;1158.31;1165.98;1150.39;1165.64;90683328
2013-07-02;1167.34;1167.34;1153.88;1161.38;81864496
2013-07-03;1154.66;1154.73;1141.9;1154.54;74164568
2013-07-04;1159.71;1178.3;1158.83;1175.22;87148560
2013-07-05;1177.56;1186.33;1164.84;1167.52;77526592
2013-07-08;1173.52;1186.96;1173.52;1182.64;65727760
2013-07-09;1186.58;1194.77;1185.18;1194.75;81296864
2013-07-10;1192.7;1197.34;1185.81;1195.31;73667448
2013-07-11;1208.48;1211.37;1204.89;1211.37;81235224
2013-07-12;1212.77;1216.92;1210.57;1210.73;73476576
2013-07-15;1216.93;1222.6;1213.89;1215.23;71950264
2013-07-16;1217.86;1219.69;1210.4;1212.62;92062416
2013-07-17;1215.96;1218.38;1205.71;1211.1;103521888
2013-07-18;1208.36;1219.57;1207.42;1217.57;128883072
2013-07-19;1219.15;1221.21;1208.71;1221.21;100974152
2013-07-22;1221.39;1225.17;1210.24;1213.38;66674136
2013-07-23;1217.39;1222.46;1215.05;1216.68;63383416
2013-07-24;1221.63;1232.61;1220.08;1230.34;73102776
2013-07-25;1227.95;1232.95;1220.73;1232.95;65579988
2013-07-26;1235.86;1237.26;1224.66;1227.86;49049352
2013-07-29;1227.8;1236.29;1224.89;1226.98;44728456
2013-07-30;1230.5;1238.78;1230.5;1236.86;51069072
2013-07-31;1234.25;1242.05;1233.3;1234.07;52510492
2013-08-01;1240.66;1248.38;1240.1;1248.38;55594068
2013-08-02;1250.78;1252.82;1246.06;1250.54;44641852
2013-08-05;1250.63;1253.65;1248.31;1251.77;46480776
2013-08-06;1251.16;1254;1239.95;1242.12;60710416
2013-08-07;1239.34;1244.3;1236.09;1240.41;62672404
2013-08-08;1246.56;1254.36;1245.08;1249.22;61137584
2013-08-09;1253.14;1258.07;1249.94;1253.79;64371460
2013-08-12;1255.6;1257.21;1250.02;1253.69;62952664
2013-08-13;1256.98;1263.57;1254.08;1260.44;79361416
2013-08-14;1261.85;1265.88;1260.2;1262.48;57319364
2013-08-15;1258.58;1258.72;1238.41;1245.35;66809408
2013-08-16;1243.64;1255.21;1240.83;1255.02;59111804
2013-08-19;1255.32;1257.45;1250.17;1250.84;67306256
2013-08-20;1245.16;1248.24;1236.69;1247.15;64213256
2013-08-21;1249.32;1250.03;1226.05;1226.05;76806208
2013-08-22;1226.56;1241.44;1226.56;1237.14;67239160
2013-08-23;1238.9;1243.82;1234.84;1243.82;59738668
2013-08-26;1245.6;1246.95;1234.91;1245.99;54061628
2013-08-27;1240.89;1241.41;1222.44;1224.85;90128656
2013-08-28;1208.01;1226.02;1206.12;1218.15;88445072
2013-08-29;1222.79;1225.53;1218.42;1224.31;67169424
2013-08-30;1226.17;1226.23;1214.02;1214.35;80503656
2013-09-02;1222.11;1232.38;1220.98;1230.88;60100152
2013-09-03;1235.37;1240.99;1226.22;1238.64;165818832
2013-09-04;1240.48;1244.59;1232.71;1242.52;90748080
2013-09-05;1241.87;1250.11;1241.59;1243.9;117630736
2013-09-06;1244.95;1250.13;1238.45;1249.05;109091768
2013-09-09;1249.44;1251.05;1242.49;1249.11;70751920
2013-09-10;1255.68;1268.25;1255.68;1268.22;91962008
2013-09-11;1268.1;1274.16;1265.86;1270.66;85912936
2013-09-12;1269.82;1271.38;1265.18;1268.3;96953216
2013-09-13;1266.04;1266.89;1262.21;1265.97;80713392
2013-09-16;1279.99;1279.99;1273.77;1278.41;90079144
2013-09-17;1276.14;1277.53;1273.62;1274.22;70743104
2013-09-18;1275.2;1277.12;1271.38;1276.74;79463568
2013-09-19;1291.2;1291.88;1282.92;1286.49;97118512
2013-09-20;1284.8;1287.01;1283.19;1285.78;80658304
2013-09-23;1284.66;1286.69;1273.34;1274.77;75502936
2013-09-24;1275.26;1282.73;1274.78;1282.73;97889864
2013-09-25;1275.21;1276.65;1263.03;1265.69;152342752
2013-09-26;1275.61;1277.41;1272.27;1275.23;100137464
2013-09-27;1276.09;1279.67;1266.24;1269.48;78335240
2013-09-30;1258.21;1262.14;1253.29;1259.6;88755424
2013-10-01;1261.11;1269.25;1258.62;1268.35;73357632
2013-10-02;1264.91;1265.28;1255.53;1260.24;75476728
2013-10-03;1261.7;1267.98;1254.57;1256.27;84152128
2013-10-04;1255.12;1258.83;1250.83;1251.39;76836768
2013-10-07;1249.35;1249.35;1239.26;1246.86;69564576
2013-10-08;1246.59;1247.85;1239.92;1241.82;77766256
2013-10-09;1239.17;1245.85;1234.04;1235.36;79239568
2013-10-10;1242.31;1261.62;1242.17;1260.52;79926696
2013-10-11;1265.1;1268.01;1260.24;1266.39;63521864
2013-10-14;1261.19;1262.01;1254.46;1258.72;60132884
2013-10-15;1264.05;1272.39;1262.5;1265.46;93286944
2013-10-16;1262.39;1266.94;1253.77;1266.01;81833560
2013-10-17;1267.39;1269.11;1257.99;1266.91;95713768
2013-10-18;1270.21;1283.9;1268.35;1283.9;82306496
2013-10-21;1284.8;1290.76;1284.24;1288.55;74069376
2013-10-22;1291.91;1300.92;1291.03;1300.23;121677824
2013-10-23;1295.1;1295.1;1288.79;1291.62;97768232
2013-10-24;1291.13;1298.66;1290.02;1298.6;117982584
2013-10-25;1291.61;1291.61;1284.31;1290.63;125051136
2013-10-28;1293.9;1294.97;1285.3;1288.42;92372000
2013-10-29;1285.01;1293.7;1285.01;1290.78;91106432
2013-10-30;1292.92;1295.6;1287.95;1291.14;86961216
2013-10-31;1288.27;1290.68;1281.88;1283.52;86236032
2013-11-01;1285.45;1285.49;1274.95;1278.42;39257052
2013-11-04;1283.08;1286.32;1279.73;1281.41;64587760
2013-11-05;1284.01;1285.29;1271.58;1274.07;76784704
2013-11-06;1276.72;1288.14;1275.12;1283.48;96824488
2013-11-07;1284.68;1296.48;1279.85;1284.69;105801504
2013-11-08;1277.98;1287.15;1274.95;1281.86;77921840
2013-11-11;1283.96;1287.99;1282.67;1287.71;52540592
2013-11-12;1288.01;1288.01;1278.91;1279.86;74115440
2013-11-13;1276.32;1278.37;1269.75;1274.7;79225024
2013-11-14;1284.46;1289.46;1281.84;1289.17;79164312
2013-11-15;1291.87;1296.76;1289.77;1295.93;80363184
2013-11-18;1293.99;1305.43;1293.43;1304.8;81164592
2013-11-19;1299.34;1301.17;1296.41;1299.51;64543916
2013-11-20;1296.68;1298.28;1289.67;1294.7;68577584
2013-11-21;1288.71;1290.58;1281.77;1290.5;60734504
2013-11-22;1292.37;1297.87;1290.45;1297.87;61590708
2013-11-25;1301.35;1306.13;1301.22;1306.13;53476592
2013-11-26;1304.97;1308.13;1304.07;1305.78;82903328
2013-11-27;1305.57;1311.47;1305.22;1310.13;51277660
2013-11-28;1310.71;1316.3;1310.71;1315.21;57845632
2013-11-29;1312.08;1314.85;1307.71;1307.71;85530624
2013-12-02;1307.75;1309.09;1301.11;1304.58;59123308
2013-12-03;1305.06;1305.11;1278.98;1281.32;92406016
2013-12-04;1284.09;1288.3;1269.42;1279.03;83650640
2013-12-05;1277.51;1284.2;1269.51;1269.51;77506760
2013-12-06;1273.83;1278.69;1263.3;1274.63;90143912
2013-12-09;1278.43;1284.78;1273.92;1283.35;85860376
2013-12-10;1280.13;1282.67;1266.96;1270.2;95685096
2013-12-11;1267.58;1276.29;1265.28;1268.05;76028824
2013-12-12;1264.83;1265.15;1253.23;1255;91866632
2013-12-13;1258.18;1261.81;1252.69;1255.71;78993552
2013-12-16;1257.79;1269.11;1254.13;1269.08;77198248
2013-12-17;1268.34;1275.01;1262.83;1263.26;77988440
2013-12-18;1268.49;1277.46;1268.49;1275.12;95122736
2013-12-19;1286.61;1300.89;1286.05;1300.89;108572248
2013-12-20;1300.12;1311.38;1296.56;1309.92;133235968
2013-12-23;1311.52;1320.56;1311.52;1320.56;70855896
2013-12-27;1326.66;1335.59;1326.66;1334.42;53204608
2013-12-30;1334.8;1338.53;1326.73;1332.95;67463088
2014-01-02;1333.98;1334.71;1320.76;1324.35;76349400
2014-01-03;1324.02;1330.69;1320.52;1325.12;51771156
2014-01-07;1329.35;1330.09;1323.37;1326.24;98555192
2014-01-08;1330.25;1332.22;1323.2;1324.83;94783640
2014-01-09;1327.46;1332.66;1322.3;1323.58;77907816
2014-01-10;1328.43;1334.47;1325.96;1329.84;83334848
2014-01-13;1335.01;1335.52;1328.33;1328.65;71791232
2014-01-14;1321.23;1325.51;1313.92;1323.89;92257936
2014-01-15;1329.91;1343.93;1329.39;1342.99;87586736
2014-01-16;1344.3;1345.22;1340.12;1342.65;86400216
2014-01-17;1342.15;1351.83;1341.12;1350.1;90925792
2014-01-20;1348.06;1352.78;1346.8;1350.98;64242556
2014-01-21;1350.86;1355.37;1348.66;1350.02;106794024
2014-01-22;1351.88;1358.55;1349.76;1355.24;114913016
2014-01-23;1352.64;1354.84;1337.52;1339.8;120260480
2014-01-24;1340.14;1344.69;1318.48;1318.53;104406696
2014-01-27;1317.9;1318.85;1307.83;1317.24;113296672
2014-01-28;1318.73;1321.3;1309.22;1318.41;131070144
2014-01-29;1324.93;1327.25;1295.61;1310.13;166799920
2014-01-30;1302.1;1311.12;1297.52;1302.83;133525392
2014-01-31;1305.78;1306.29;1292.04;1304.45;127955816
2014-02-03;1302.8;1312.32;1285.21;1285.91;107804968
2014-02-04;1279.29;1283.9;1275.77;1280.99;94796832
2014-02-05;1289.18;1295.81;1283.96;1292.46;124077720
2014-02-06;1302.01;1313.83;1298.03;1308.14;157526576
2014-02-07;1314.26;1315.41;1308.33;1313.2;123709424
2014-02-10;1317.31;1319.41;1313.42;1318.65;81941056
2014-02-11;1323.57;1335.12;1322.52;1335.12;85668632
2014-02-12;1339.08;1341.14;1330;1330.02;98010176
2014-02-13;1328.67;1330.41;1318.38;1330.38;78660480
2014-02-14;1331.14;1337.14;1328.72;1335.89;68075448
2014-02-17;1338.81;1345.58;1338.79;1342.2;51947572
2014-02-18;1343.35;1343.36;1325.82;1329.04;87869216
2014-02-19;1327.78;1338;1324.63;1338;77591136
2014-02-20;1326.35;1341.87;1325.01;1341.85;84261992
2014-02-21;1346.1;1350.17;1343.29;1349.12;91786480
2014-02-24;1356.12;1370.11;1351.33;1370.11;123123480
2014-02-25;1367.48;1372.51;1363.04;1371.94;98764984
2014-02-26;1371.39;1373.68;1368.2;1373.36;67078776
2014-02-27;1370.9;1373.66;1359.12;1368.83;74899664
2014-02-28;1367.86;1371.3;1363.49;1369.13;73837576
2014-03-03;1344.51;1349.53;1334.09;1335.56;125916448
2014-03-04;1343.66;1363.51;1343.66;1363.44;111612616
2014-03-05;1364.1;1368.14;1361.99;1364.92;102688032
2014-03-06;1370.61;1376.45;1370.5;1374.32;93998768
2014-03-07;1372.52;1376.32;1356.6;1358.36;94063480
2014-03-10;1356.25;1367.19;1354.35;1359.93;71951144
2014-03-11;1363.48;1365.53;1353.24;1359.18;90172592
2014-03-12;1354.84;1355.22;1342.68;1346.36;85577568
2014-03-13;1349.44;1351.25;1336.7;1337.23;78756192
2014-03-14;1324.18;1329.95;1317.92;1326.82;98127840
2014-03-17;1328.49;1350.48;1327.24;1349.39;76900736
2014-03-18;1347.08;1362.08;1344.04;1359.07;89819104
2014-03-19;1359.64;1362.94;1356.63;1360.48;91968832
2014-03-20;1349.39;1352.47;1342.71;1352.47;93480160
2014-03-21;1348.61;1354.89;1345.78;1351.43;131459336
2014-03-24;1352.06;1353.66;1335.5;1335.5;104432192
2014-03-25;1337.82;1350.77;1337.82;1350.67;107727072
2014-03-26;1350.55;1359.28;1349.46;1351.48;93185416
2014-03-27;1341.85;1344.29;1337.36;1341.69;104680440
2014-03-28;1345.92;1350.26;1342.77;1346.48;81636592
2014-03-31;1350.87;1365.03;1349.82;1364.97;93461808
2014-04-01;1367.46;1377.38;1367.45;1375.01;88405264
2014-04-02;1377.47;1382.13;1374.18;1377.5;82808808
2014-04-03;1372.86;1375.17;1368.35;1368.88;95459032
2014-04-04;1366.41;1376.48;1366.41;1369.69;80156008
2014-04-07;1360.75;1363.73;1356.65;1357.31;92002032
2014-04-08;1359.31;1363.52;1352.17;1361.53;88967520
2014-04-09;1366.52;1371.6;1364.68;1366.53;85301056
2014-04-10;1372.37;1373.32;1354.99;1354.99;88805224
2014-04-11;1345.03;1348.43;1330.71;1344.12;111520248
2014-04-14;1334.5;1349.97;1332.12;1348.22;84291960
2014-04-15;1349.82;1351.73;1328.82;1329.28;84429072
2014-04-16;1338.52;1342.55;1336.64;1342.55;67416608
2014-04-17;1344.45;1345.75;1338.93;1341.56;37687656
2014-04-22;1355.67;1369.45;1354.54;1369.45;85253280
2014-04-23;1363.95;1364.26;1352.57;1353.06;108958072
2014-04-24;1358.84;1369.38;1351.06;1365.27;118011376
2014-04-25;1362.89;1368.33;1357.73;1360.35;99772208
2014-04-28;1366.36;1368.39;1353.48;1357.56;97015624
2014-04-29;1358.7;1371.71;1358.41;1371.65;132852976
2014-04-30;1363.36;1367.68;1363.34;1364.39;56567880
2014-05-02;1369.31;1369.31;1357.92;1360.19;88475328
2014-05-05;1357.6;1362.61;1346.31;1358.59;67680792
2014-05-06;1361.68;1364.6;1350.74;1352.98;83604856
2014-05-07;1347.5;1352.79;1341.83;1343.13;94218752
2014-05-08;1345.41;1359.13;1345.41;1359.13;82850120
2014-05-09;1357.78;1358.22;1351.49;1354.34;69609144
2014-05-12;1357.48;1364.81;1357.48;1364.78;81925400
2014-05-13;1367.96;1373.62;1367.65;1373.62;86022176
2014-05-14;1372.53;1375.93;1369.49;1375.93;66783644
2014-05-15;1381.05;1386.5;1376.5;1385.84;117600968
2014-05-16;1381.57;1384.18;1377.4;1382.14;81755888
2014-05-19;1378.46;1382.42;1372.34;1379.92;89815992
2014-05-20;1380.82;1384.37;1380.01;1381.27;82277016
2014-05-21;1378.74;1389.05;1374.66;1385.86;83401240
2014-05-22;1387.37;1390.91;1384.2;1388.52;73926128
2014-05-23;1388.09;1392.3;1382.54;1392.28;65014868
2014-05-26;1396.07;1397.47;1393.57;1394.15;43883964
2014-05-27;1394.01;1399.23;1389.08;1395.39;62377100
2014-05-28;1397.66;1397.72;1389.74;1392.85;36035820
2014-05-30;1393.16;1404.63;1393.16;1402.08;85574392
2014-06-02;1406.26;1406.26;1397.9;1399.4;79070816
2014-06-03;1398.82;1398.86;1392.19;1395.77;59373884
2014-06-04;1393.3;1397.9;1391.84;1397.47;55355756
2014-06-05;1396.24;1401.23;1391.2;1391.2;92129760
2014-06-09;1403.15;1406.44;1402.89;1406.44;72926024
2014-06-10;1401.7;1406.74;1401.5;1406.22;68668224
2014-06-11;1408.97;1410.09;1398.28;1400.35;68972064
2014-06-12;1401.87;1402.66;1395.49;1397.67;60889712
2014-06-13;1397.33;1397.39;1383.29;1390.15;67444256
2014-06-16;1387.38;1392.03;1380.4;1382.98;73859520
2014-06-17;1384;1390.09;1380.17;1384.27;60547960
2014-06-18;1386.51;1389.61;1378.42;1378.42;76619760
2014-06-19;1387.71;1391.44;1383.28;1386.04;76847896
2014-06-23;1388.64;1399.17;1381.23;1396.08;70950856
2014-06-24;1393.32;1400.37;1393.32;1400.37;75028168
2014-06-25;1393.74;1393.82;1375.26;1380.5;76030616
2014-06-26;1380.39;1383.16;1369.65;1372.38;58572408
2014-06-27;1374.36;1379.02;1372.7;1379.02;54240372
2014-06-30;1380.21;1384.13;1375.04;1376.81;58723816
2014-07-01;1377.87;1384.36;1372.88;1384.36;63185364
2014-07-02;1385.77;1390.02;1384.71;1388.11;55064316
2014-07-03;1390.46;1409.44;1390.01;1409.44;87331736
2014-07-04;1408.71;1409.17;1399.94;1399.94;49272024
2014-07-07;1399.85;1404.68;1396.51;1397.11;50356908
2014-07-08;1398.56;1399.88;1381.59;1381.59;60257620
2014-07-09;1383.72;1385.43;1376.68;1379.77;49516696
2014-07-10;1379.09;1379.09;1355.55;1357.82;74189320
2014-07-11;1359.41;1366.51;1356.32;1362.35;58771488
2014-07-14;1369;1383.04;1367.96;1382.55;55312644
2014-07-15;1384.19;1386.03;1368.83;1372.25;66758328
2014-07-16;1374.86;1393.12;1374.86;1393.12;74874760
2014-07-17;1389.7;1390.88;1376.36;1376.36;91917552
2014-07-18;1379.17;1388.82;1373.45;1387.37;127989912
2014-07-21;1388.28;1389.92;1378.64;1383.53;70095776
2014-07-22;1389.99;1399.09;1389.98;1399.09;64100784
2014-07-23;1395.71;1401.9;1395.63;1398.13;65132900
2014-07-24;1398.6;1407.55;1397.04;1405.7;66714204
2014-07-25;1402.63;1408.5;1401.37;1404.12;48937508
2014-07-28;1405.66;1408.2;1395.23;1400.87;43565304
2014-07-29;1403.38;1404.72;1397.18;1397.89;42021740
2014-07-30;1399.31;1402.96;1395.86;1398.23;46048072
2014-07-31;1400.02;1400.36;1377.29;1379.87;67470696
2014-08-01;1378.89;1383.55;1360.53;1361.44;67747080
2014-08-04;1367.75;1371.34;1360.21;1361.03;49870088
2014-08-05;1364.51;1368.29;1360.47;1366.13;54222404
2014-08-06;1357.82;1357.82;1342.29;1344.3;80382104
2014-08-07;1344.69;1349.7;1334.06;1334.4;67128616
2014-08-08;1325;1333.85;1320.99;1331.56;72126464
2014-08-11;1341.45;1358.16;1339.83;1357.36;64975168
